Anon Student Id,total attemps,CFA sum,CFA_Percentage,Corrects,Incorrects,Correct_Percentage
rE6U5574qn,1114,996,0.894075404,1265,212,0.856465809
Rl6LafSUXj,844,560,0.663507109,937,303,0.755645161
rnOGP59582,803,682,0.849315068,1054,250,0.808282209
rPj8YeG1I5,1066,891,0.835834897,1186,301,0.797579018
Ru21xRreim,2654,2310,0.870384326,2935,658,0.816866129
RwM69ocq8e,882,574,0.650793651,971,461,0.678072626
Rz2qkM4015,264,174,0.659090909,270,178,0.602678571
s19Mo891H5,4170,3227,0.773860911,4797,2127,0.692807626
S2KFxgwMsH,324,268,0.827160494,423,142,0.748672566
s39qS245G2,543,426,0.784530387,620,232,0.727699531
s3u68VfdSa,671,478,0.712369598,927,511,0.644645341
S7E3jvZbGG,586,463,0.790102389,614,371,0.623350254
S833Nk9r71,46,41,0.891304348,52,5,0.912280702
s9O034dIc4,1256,904,0.719745223,1754,642,0.732053422
saNy7ix5ZY,3481,2819,0.809824763,3890,1238,0.758580343
SH1cSNDIA8,671,562,0.837555887,776,240,0.763779528
Si4v9635O3,4036,3247,0.804509415,4745,2097,0.693510669
skGr9HCmqv,34,25,0.735294118,35,10,0.777777778
SKThcG9N8q,172,137,0.796511628,173,86,0.667953668
SoEcLAeJi1,2776,2207,0.795028818,3153,1155,0.73189415
SOs6B7rb1m,363,314,0.865013774,415,82,0.83501006
st945Ucdi6,835,696,0.833532934,1001,270,0.787568843
stK4H8Vit6,4450,3281,0.737303371,5764,4140,0.581987076
t0fI2c7EMH,789,735,0.931558935,861,92,0.903462749
t3dx1x27e1,432,321,0.743055556,489,148,0.767660911
T4367PFG7C,619,514,0.830371567,688,386,0.640595903
t4K5z0e2NZ,4020,3404,0.846766169,4539,1292,0.778425656
TAw598sUia,734,603,0.821525886,837,265,0.759528131
tB4vqSxzqo,1919,1595,0.831162064,2167,692,0.757957328
TF9ADS4g8k,495,360,0.727272727,610,191,0.761548065
tLgc420s9N,802,628,0.783042394,937,444,0.678493845
tlJn3I40bf,3109,2627,0.844966227,3545,1051,0.771322889
TQ0ahWNcZ9,44,39,0.886363636,44,9,0.830188679
txnqGG764s,1075,829,0.771162791,1445,529,0.732016211
tyU2s0MBzm,7858,6321,0.804403156,9025,3331,0.730414374
u004wY493z,227,195,0.859030837,288,51,0.849557522
u08WLS2awz,131,99,0.755725191,142,51,0.735751295
U50h3ZFmGt,344,267,0.776162791,383,356,0.51826793
U9iFacSl34,632,550,0.870253165,751,365,0.672939068
ub1y4M34bR,684,559,0.817251462,732,229,0.761706556
Ud9p3KH6Bv,260,178,0.684615385,365,209,0.635888502
UEArk7W20r,1557,1282,0.823378292,1784,423,0.808337109
Ugr5eIIEf0,5104,4047,0.792907524,5857,1636,0.781662885
UJCeB1hbie,88,73,0.829545455,88,19,0.822429907
Uml72Q91Du,719,630,0.876216968,818,176,0.822937626
UmsZ3gHcg7,2738,2276,0.831263696,3102,961,0.763475265
Un24RpQEWg,642,542,0.84423676,717,208,0.775135135
UO70mRwd30,65,54,0.830769231,61,13,0.824324324
USdRVl9AOe,4364,3256,0.746104491,5431,1618,0.770463896
Uv4cSe2ijd,1048,752,0.717557252,1290,624,0.673981191
uYf5028a75,478,328,0.686192469,573,371,0.606991525
uz40H610bF,1195,910,0.761506276,1461,962,0.602971523
V2p98HHF6o,1111,898,0.808280828,1265,690,0.647058824
v52MhQAVT9,590,435,0.737288136,656,338,0.659959759
Vc0J7iVot4,624,552,0.884615385,693,129,0.843065693
verm1Wp12u,1012,853,0.842885375,1151,400,0.74210187
VgP99sQ5jS,70,59,0.842857143,70,17,0.804597701
VHCF3iE0a4,1074,927,0.863128492,1222,301,0.802363756
vkQ059OE0u,303,209,0.689768977,354,263,0.573743922
vpuUyzUJ0z,1488,1217,0.817876344,1751,672,0.722657862
Vu26QoCms4,889,673,0.757030371,1106,544,0.67030303
vzYx9SZ29x,1203,606,0.503740648,1456,476,0.753623188
W0f661D7Zp,455,343,0.753846154,509,125,0.802839117
w0FMzJORlK,381,332,0.871391076,423,74,0.85110664
w33QZ9Q64W,123,110,0.894308943,159,33,0.828125
w5famqnV15,1063,610,0.573847601,1193,783,0.603744939
WD2Q7495E0,828,614,0.741545894,906,829,0.522190202
Wi92e1D7bp,2458,1882,0.765663141,2810,1411,0.665719024
wkQxI30ZH6,391,315,0.805626598,395,223,0.639158576
WmIXxzmmD3,1105,917,0.829864253,1304,384,0.772511848
wRE6vq194f,47,39,0.829787234,50,11,0.819672131
wu58ARZBA2,157,107,0.681528662,168,79,0.680161943
wwSQeRjs22,924,726,0.785714286,1047,307,0.773264402
wwV3RhdO1l,215,162,0.753488372,230,223,0.507726269
wY56ZI2gyL,1634,1289,0.788861689,1756,575,0.753324753
wz0V4oY4Z2,858,706,0.822843823,1005,232,0.812449475
X223hIsDU4,10,10,1,10,0,1
x47TgqKQDL,850,648,0.762352941,1189,502,0.70313424
X4ZaxfDz3Q,3012,2503,0.831009296,3341,958,0.777157478
X5eS5kvC8h,4305,3647,0.847154472,4902,1382,0.780076384
x64anap2Kz,428,368,0.859813084,571,103,0.847181009
xa6ovLs5IM,74,52,0.702702703,72,33,0.685714286
xAI3938h9t,390,281,0.720512821,464,275,0.627875507
XBhl87k165,50,44,0.88,50,14,0.78125
XGFd357i6u,644,532,0.826086957,746,253,0.746746747
xH487WMLoS,685,582,0.849635036,794,113,0.875413451
XHm4u4Y8OU,72,54,0.75,70,44,0.614035088
XJyS25Yg27,4118,3409,0.827829043,4923,1241,0.798669695
XkcoMK8tfF,21,19,0.904761905,24,10,0.705882353
XL0eQIoG72,6819,5068,0.743217481,7770,3790,0.672145329
XNEgfvXx50,3883,3127,0.805305176,4478,1470,0.752858104
xp1bjD93G3,309,183,0.59223301,438,193,0.694136292
XqBaV46VbC,2353,1729,0.73480663,2782,986,0.738322718
XrH5AAPdtj,985,684,0.694416244,1053,764,0.579526692
XT7r2I6hmm,31,27,0.870967742,29,6,0.828571429
XTXYl6nJ7J,1703,905,0.53141515,1921,1671,0.534799555
XUwJ9E07Zd,1066,840,0.787992495,1237,774,0.615116857
y2Z0J1858D,469,365,0.778251599,523,262,0.666242038
y4Vg256UzB,1782,915,0.513468013,2173,2190,0.498051799
y5009rpZ12,5668,4553,0.803281581,6490,2527,0.71975158
Y5XkapASsg,618,490,0.792880259,706,245,0.742376446
y8BlGe62E7,2265,1689,0.745695364,2592,1332,0.660550459
y8U9Hdz4E3,57,45,0.789473684,54,34,0.613636364
yA79w15tnU,150,119,0.793333333,171,196,0.465940054
yB480DNZ70,4748,3194,0.672704297,6239,3547,0.637543429
yDO9pl8GC0,2688,2127,0.791294643,3165,1357,0.699911544
YEEpIp3429,254,208,0.818897638,257,154,0.625304136
yf2V5ll9mN,4703,2962,0.629810759,5998,3582,0.626096033
yG447121nm,376,313,0.832446809,387,142,0.731568998
YgQ57c2glM,570,416,0.729824561,599,263,0.694895592
YH4M65c5kP,319,205,0.642633229,385,180,0.681415929
YNGlv7F45C,3581,2985,0.833566043,4050,1128,0.782155272
YoXjDl010q,44,30,0.681818182,208,30,0.87394958
ySs2g6X4Jx,1001,855,0.854145854,1175,295,0.799319728
YtB3X13RXe,642,557,0.867601246,779,138,0.849509269
yuB6nxh3FX,4680,3299,0.70491453,5571,3760,0.597042118
YvD7H8XduF,1368,1214,0.887426901,1585,289,0.845784418
YWe8V668Uz,1065,778,0.730516432,1618,568,0.740164684
z1iLCTB32T,4812,3006,0.624688279,5774,6463,0.471847675
z2VBXzb65e,279,255,0.913978495,375,50,0.882352941
z2zuhnARi6,166,150,0.903614458,189,28,0.870967742
z9svx3mA4s,3822,3297,0.862637363,4492,1010,0.816430389
zb6H17h1Dc,237,170,0.717299578,262,128,0.671794872
zBpW3sqPf6,1151,781,0.6785404,1429,567,0.715931864
zfYl0YECr0,667,557,0.835082459,740,245,0.751269036
Zl09dc50NB,985,848,0.860913706,1124,271,0.805734767
ZP886G3Z76,3632,3068,0.844713656,4107,1151,0.781095474
zStzz3DlD1,55,46,0.836363636,67,10,0.87012987
ZufpT349IL,257,202,0.785992218,263,94,0.736694678
zUlk9c7UEv,1028,841,0.818093385,1178,447,0.724923077
Zxu8oS1jJ2,98,67,0.683673469,99,84,0.540983607
